OBJECTID,ZONEID,Zone,Contract Rezone Number,Ordinance Number,Effective Date,Historic District Overlay,Pedestrian Overlay,Shoreline Overlay,Other District Overlay,Station Area Overlay,Mandatory Housing Affordability Apply (Y/N),Incentive Zoning Apply (Y/N),Mandatory Housing Affordability Tier,Major Institution Name,Class,Category,Detail Code,Detail,Group,Zoning Description,Base Zone,Previous Zone,Previous Contract Rezone Number,Previous Ordinance Number,Previous Effective Date,Previous Historic District Overlay,Previous Pedestrian Overlay,Previous Shoreline Overlay,Previous Other District Overlay,Previous Station Area Overlay,Class Description Popup,Land Use Code Chapter,Land Use Code Chapter Link,Zoning History
3267,6797,MIO-37-LR3 (M),CF292350,125791,4/19/2019 8:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-37-LR3,CF292350,125733,1/13/2019 8:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR3 (M),ORD125791,CF292350,04/19/2019; MIO-37-LR3,ORD125733,CF292350,01/13/2019; MIO-65-LR3,ORD124750,CF292350,06/15/2015; MIO-65-LR3,ORD123495,CF292350,04/19/2011"
3268,6798,MIO-37-IC-65 (M),CF292350,125791,4/19/2019 8:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Industrial Commercial-65,IC-65,MIO-37-IC-45,CF292350,124750,6/15/2015 8:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-IC-65 (M),ORD125791,CF292350,04/19/2019; MIO-37-IC-45,ORD124750,CF292350,06/15/2015; MIO-37-IC-45,ORD112317,CF292350,07/14/1985"
3269,6799,MIO-37-IC-65 (M),CF292350,125791,4/19/2019 8:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Industrial Commercial-65,IC-65,MIO-37-IC-45,CF292350,124750,6/15/2015 8:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-IC-65 (M),ORD125791,CF292350,04/19/2019; MIO-37-IC-45,ORD124750,CF292350,06/15/2015; MIO-37-IC-45,ORD112317,CF292350,07/14/1985"
3270,6800,MIO-37-IC-65 (M),CF292350,125791,4/19/2019 8:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Industrial Commercial-65,IC-65,MIO-37-IC-45,CF292350,124750,6/15/2015 8:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-IC-65 (M),ORD125791,CF292350,04/19/2019; MIO-37-IC-45,ORD124750,CF292350,06/15/2015; MIO-37-IC-45,ORD112317,CF292350,07/14/1985"
3271,6801,MIO-240-C1-75 (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Commercial 1-75,C1-75,MIO-240-C1-65,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-240-C1-75 (M),ORD125791,CF292350,04/19/2019; MIO-240-C1-65,ORD125733,CF292350,01/13/2019; MIO-65-C1-65,ORD117434,CF292350,04/03/1995; MIO-65-C1-65,ORD112317,CF292350,07/14/1985"
3272,6802,MIO-240-C1-75 (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Commercial 1-75,C1-75,MIO-240-C1-65,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-240-C1-75 (M),ORD125791,CF292350,04/19/2019; MIO-240-C1-65,ORD125733,CF292350,01/13/2019; MIO-65-C1-65,ORD117434,CF292350,04/03/1995; MIO-65-C1-65,ORD112317,CF292350,07/14/1985"
3273,6803,MIO-160-C1-75 (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Commercial 1-75,C1-75,MIO-160-C1-65,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-160-C1-75 (M),ORD125791,CF292350,04/19/2019; MIO-160-C1-65,ORD125733,CF292350,01/13/2019; MIO-65-C1-65,ORD117434,CF292350,04/03/1995; MIO-65-C1-65,ORD112317,CF292350,07/14/1985"
3274,6804,MIO-65-NC3-75 (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 3-75,NC3-75,MIO-65-NC3-65,CF292350,117434,4/3/1995 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-NC3-75 (M),ORD125791,CF292350,04/19/2019; MIO-65-NC3-65,ORD117434,CF292350,04/03/1995; MIO-65-NC3-65,ORD112317,CF292350,07/14/1985"
3275,6805,MIO-160-NC3-75 (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 3-75,NC3-75,MIO-160-NC3-65,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-160-NC3-75 (M),ORD125791,CF292350,04/19/2019; MIO-160-NC3-65,ORD125733,CF292350,01/13/2019; MIO-65-NC3-65,ORD117434,CF292350,04/03/1995; MIO-65-NC3-65,ORD112317,CF292350,07/14/1985"
3276,6806,MIO-240-NC3-75 (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 3-75,NC3-75,MIO-240-NC3-65,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-240-NC3-75 (M),ORD125791,CF292350,04/19/2019; MIO-240-NC3-65,ORD125733,CF292350,01/13/2019; MIO-65-NC3-65,ORD117434,CF292350,04/03/1995; MIO-65-NC3-65,ORD112317,CF292350,07/14/1985"
3277,6807,MIO-240-MR (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Midrise,MR,MIO-240-MR,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-240-MR (M),ORD125791,CF292350,04/19/2019; MIO-105-MR,ORD112317,CF292350,07/14/1985; MIO-240-MR,ORD125733,CF292350,01/13/2019; MIO-105-MR,05/01/1994"
3278,6808,MIO-37-LR3 (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-37-LR3,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR3 (M),ORD125791,CF292350,04/19/2019; MIO-37-LR3,ORD125733,CF292350,01/13/2019; MIO-65-LR3,ORD123495,CF292350,04/19/2011; MIO-65-L-3,ORD112317,CF292350"
3279,6809,MIO-37-MR (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Midrise,MR,MIO-37-MR,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-MR (M),ORD125791,CF292350,04/19/2019; MIO-160-MR,ORD112317,CF292350,07/14/1985; MIO-37-MR,ORD125733,CF292350,01/13/2019; MIO-160-MR,05/01/1994"
3280,7918,MIO-160-LR1 (M),CF292350,127219,6/27/2025 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-160-LR1 (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-160-LR1 (M),ORD127219,CF292350,06/27/2025; MIO-160-LR1 (M),ORD125791,CF292350,04/19/2019; MIO-160-LR1,ORD125733,CF292350,01/13/2019; MIO-37-LR1,ORD123495,CF292350,04/19/2011; MIO-37-L-1,ORD112317,CF292350"
3281,6811,MIO-50-MR (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Midrise,MR,MIO-50-MR,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-50-MR (M),ORD125791,CF292350,04/19/2019; MIO-105-MR,ORD112317,CF292350,07/14/1985; MIO-50-MR,ORD125733,CF292350,01/13/2019; MIO-105-MR,05/01/1994"
3282,6812,MIO-240-LR2 (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 2,LR2,MIO-240-LR2,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-240-LR2 (M),ORD125791,CF292350,04/19/2019; MIO-240-LR2,ORD125733,CF292350,01/13/2019; MIO-37-LR2,ORD123495,CF292350,04/19/2011; MIO-37-L-1,ORD112317,CF292350"
3283,6813,MIO-200-MR (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Midrise,MR,MIO-200-MR,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-200-MR (M),ORD125791,CF292350,04/19/2019; MIO-105-MR,ORD112317,CF292350,07/14/1985; MIO-200-MR,ORD125733,CF292350,01/13/2019; MIO-105-MR,05/01/1994"
3284,6814,MIO-160-MR (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Midrise,MR,MIO-160-MR,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-160-MR (M),ORD125791,CF292350,04/19/2019; MIO-105-MR,ORD112317,CF292350,07/14/1985; MIO-160-MR,ORD125733,CF292350,01/13/2019; MIO-105-MR,05/01/1994"
3285,6815,MIO-240-MR (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Midrise,MR,MIO-240-MR,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-240-MR (M),ORD125791,CF292350,04/19/2019; MIO-105-MR,ORD112317,CF292350,07/14/1985; MIO-240-MR,ORD125733,CF292350,01/13/2019; MIO-105-MR,05/01/1994"
3286,6816,MIO-200-MR (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Midrise,MR,MIO-200-MR,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-200-MR (M),ORD125791,CF292350,04/19/2019; MIO-160-MR,ORD112317,CF292350,07/14/1985; MIO-200-MR,ORD125733,CF292350,01/13/2019; MIO-160-MR,05/01/1994"
3287,6817,MIO-240-MR (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Midrise,MR,MIO-240-MR,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-240-MR (M),ORD125791,CF292350,04/19/2019; MIO-105-MR,ORD112317,CF292350,07/14/1985; MIO-240-MR,ORD125733,CF292350,01/13/2019; MIO-105-MR,05/01/1994"
3288,6818,MIO-200-LR3 (M),CF292350,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-200-LR3,CF292350,125733,1/13/2019 8:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-200-LR3 (M),ORD125791,CF292350,04/19/2019; MIO-200-LR3,ORD125733,CF292350,01/13/2019; MIO-65-LR3,ORD124750,CF292350,06/15/2015; MIO-65-LR3,ORD123495,CF292350,04/19/2011"
3289,6819,MIO-37-IC-65 (M),CF292350,125791,4/19/2019 8:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Industrial Commercial-65,IC-65,MIO-37-IC-45,CF292350,125733,1/13/2019 8:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-IC-65 (M),ORD125791,CF292350,04/19/2019; MIO-37-IC-45,ORD125733,CF292350,01/13/2019; MIO-65-IC-45,ORD124750,CF292350,06/15/2015; MIO-65-IC-45,ORD112317,CF292350,07/14/1985"
3290,6820,MIO-37-IC-65 (M),CF292350,125791,4/19/2019 8:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Industrial Commercial-65,IC-65,MIO-37-IC-45,CF292350,125733,1/13/2019 8:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-IC-65 (M),ORD125791,CF292350,04/19/2019; MIO-37-IC-45,ORD125733,CF292350,01/13/2019; MIO-65-IC-45,ORD124750,CF292350,06/15/2015; MIO-65-IC-45,ORD112317,CF292350,07/14/1985"
3291,6409,LR3 (M), ,125791,4/19/2019 8:00:00 AM, , , ,NG, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 8:00:00 AM, , , ,NG, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3"
3292,6410,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-2"
3293,6411,LR2 RC (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR2,Lowrise 2 Residential-Commercial,Lowrise 2,Lowrise 2 Residential-Commercial,LR2 RC,LR2 RC, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR2 RC (M),ORD125791,04/19/2019; LR2 RC,ORD123495,04/19/2011; L-2 RC"
3294,6413,MR (M), ,125791,4/19/2019 8:00:00 AM, , , , ,CH,Y,N,M,,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,MR, ,120459,8/30/2001 8:00:00 AM, , , , ,CH,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"MR (M),ORD125791,04/19/2019; MR,ORD120459,08/30/2001; MR"
3295,6415,LR3 (M), ,125791,4/19/2019 8:00:00 AM, , , ,NG, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 8:00:00 AM, , , ,NG, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3"
3296,8616,NR, ,127376,1/21/2026 8:00:00 AM, , , ,NG, ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR,Residential Neighborhood,Neighborhood Residential,Neighborhood Residential,NR,NR2, ,7273,6/27/2025 8:00:00 AM, , , ,NG, ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR,ORD127376,01/21/2026; NR2,ORD7273,06/27/2025; NR2,ORD126509,06/15/2022; SF 7200; SF 7200,05/01/1994"
3297,6416,LR2 (M), ,125791,4/19/2019 8:00:00 AM, , , ,NG, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 8:00:00 AM, , , ,NG, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019; LR2,ORD123495,04/19/2011; L-1"
3298,6418,LR3 (M), ,125791,4/19/2019 8:00:00 AM, , , ,NG, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 8:00:00 AM, , , ,NG, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-4"
3299,6420,MR (M), ,125791,4/19/2019 8:00:00 AM, , , ,NG, ,Y,N,M,,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,MR, ,0,, , , ,NG, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"MR (M),ORD125791,04/19/2019; MR"
3300,8022,LR1 (M), ,127219,6/27/2025 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD127219,06/27/2025; LR1 (M),ORD125791,04/19/2019; LR1,ORD123495,04/19/2011; L-1"
3301,6425,MR (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,MR, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"MR (M),ORD125791,04/19/2019; MR"
3302,6428,MR (M), ,125791,4/19/2019 8:00:00 AM, , , , ,CH,Y,N,M,,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,MR, ,120459,8/30/2001 8:00:00 AM, , , , ,CH,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"MR (M),ORD125791,04/19/2019; MR,ORD120459,08/30/2001; MR"
3303,6431,LR3 (M), ,125791,4/19/2019 8:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 8:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3"
3304,2500,LR3, ,123495,4/19/2011 8:00:00 AM,HB, , , , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,L-3,,0,,HB,,,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3,ORD123495,04/19/2011; L-3"
3305,6434,MR (M1), ,125791,4/19/2019 8:00:00 AM, , , , ,CH,Y,N,M1,,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,LR3, ,123495,4/19/2011 8:00:00 AM, , , , ,CH,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"MR (M1),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3,ORD120459,08/30/2001; L-3"
