compkey,unitdesc,onstreet,blockface_name,weekday_day,weekday_night,weekend_day,weekend_night,combo_class
10207,ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,ELLIOTT AVE,ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
10208,ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,ELLIOTT AVE,ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
10774,HARVARD AVE BETWEEN BROADWAY AND SPRING ST,HARVARD AVE,HARVARD AVE BETWEEN BROADWAY AND SPRING ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
10838,HARVARD AVE BETWEEN SPRING ST AND SENECA ST,HARVARD AVE,HARVARD AVE BETWEEN SPRING ST AND SENECA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
10969,HUBBELL PL BETWEEN UNIVERSITY ST AND 9TH AVE,HUBBELL PL,HUBBELL PL BETWEEN UNIVERSITY ST AND 9TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
10970,HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,HUBBELL PL,HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11049,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,JAMES ST,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
11050,JAMES ST BETWEEN 2ND AVE AND 3RD AVE,JAMES ST,JAMES ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
11062,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,JEFFERSON ST,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11065,JEFFERSON ST BETWEEN 9TH AVE AND TERRY AVE,JEFFERSON ST,JEFFERSON ST BETWEEN 9TH AVE AND TERRY AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11066,JEFFERSON ST BETWEEN TERRY AVE AND BOREN AVE,JEFFERSON ST,JEFFERSON ST BETWEEN TERRY AVE AND BOREN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11366,LENORA ST BETWEEN WESTERN AVE AND 1ST AVE,LENORA ST,LENORA ST BETWEEN WESTERN AVE AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11367,LENORA ST BETWEEN 1ST AVE AND 2ND AVE,LENORA ST,LENORA ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Optimal,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Optimal | weekend_day Under-saturated | weenend_night: Optimal
11368,LENORA ST BETWEEN 2ND AVE AND 3RD AVE,LENORA ST,LENORA ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11369,LENORA ST BETWEEN 3RD AVE AND 4TH AVE,LENORA ST,LENORA ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11370,LENORA ST BETWEEN 4TH AVE AND 5TH AVE,LENORA ST,LENORA ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11371,LENORA ST BETWEEN 5TH AVE AND 6TH AVE,LENORA ST,LENORA ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11579,MADISON ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,MADISON ST,MADISON ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,Under-saturated,Under-saturated,Optimal,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Under-saturated
11581,MADISON ST BETWEEN POST AVE AND 1ST AVE,MADISON ST,MADISON ST BETWEEN POST AVE AND 1ST AVE,Optimal,Over-saturated,Over-saturated,Over-saturated,weekday_day Optimal | weekday_night Over-saturated | weekend_day Over-saturated | weenend_night: Over-saturated
11583,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,MADISON ST,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11584,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,MADISON ST,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11585,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,MADISON ST,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
11586,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,MADISON ST,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11660,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,MARION ST,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
11662,MARION ST BETWEEN POST AVE AND 1ST AVE,MARION ST,MARION ST BETWEEN POST AVE AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11664,MARION ST BETWEEN 2ND AVE AND 3RD AVE,MARION ST,MARION ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11665,MARION ST BETWEEN 3RD AVE AND 4TH AVE,MARION ST,MARION ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11666,MARION ST BETWEEN 4TH AVE AND 5TH AVE,MARION ST,MARION ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11667,MARION ST BETWEEN 5TH AVE AND 6TH AVE,MARION ST,MARION ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11668,MARION ST BETWEEN 7TH AVE AND 8TH AVE,MARION ST,MARION ST BETWEEN 7TH AVE AND 8TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11669,MARION ST BETWEEN 8TH AVE AND 9TH AVE,MARION ST,MARION ST BETWEEN 8TH AVE AND 9TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11670,MARION ST BETWEEN 9TH AVE AND TERRY AVE,MARION ST,MARION ST BETWEEN 9TH AVE AND TERRY AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11671,MARION ST BETWEEN TERRY AVE AND BOREN AVE,MARION ST,MARION ST BETWEEN TERRY AVE AND BOREN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11868,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,MINOR AVE,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11871,MINOR AVE BETWEEN MARION ST AND MADISON ST,MINOR AVE,MINOR AVE BETWEEN MARION ST AND MADISON ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11872,MINOR AVE BETWEEN MADISON ST AND SPRING ST,MINOR AVE,MINOR AVE BETWEEN MADISON ST AND SPRING ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11873,MINOR AVE BETWEEN SPRING ST AND SENECA ST,MINOR AVE,MINOR AVE BETWEEN SPRING ST AND SENECA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11874,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,MINOR AVE,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
11875,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,MINOR AVE,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12022,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
12023,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,Optimal,,Under-saturated,,weekday_day Optimal | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
12024,OCCIDENTAL AVE S BETWEEN S KING W ST AND S CHARLES ST,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN S KING W ST AND RAILROAD WAY S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
12025,OCCIDENTAL AVE S BETWEEN S CHARLES ST AND S ROYAL BROUGHAM WAY,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN RAILROAD WAY S AND S ROYAL BROUGHAM WAY,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
12041,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12042,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
12043,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12044,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12045,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,OLIVE WAY,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12200,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,PIKE ST,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12211,PINE ST BETWEEN PIKE PL AND POST AL,PINE ST,PINE ST BETWEEN PIKE PL AND POST AL,Optimal,Over-saturated,Under-saturated,Under-saturated,weekday_day Optimal | weekday_night Over-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12212,PINE ST BETWEEN POST AL AND 1ST AVE,PINE ST,PINE ST BETWEEN POST AL AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12253,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,POST AVE,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
12259,PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,PREFONTAINE PL S,PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
12768,SENECA ST BETWEEN ALASKAN WAY AND WESTERN AVE,SENECA ST,SENECA ST BETWEEN ALASKAN WAY AND WESTERN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12769,SENECA ST BETWEEN WESTERN AVE AND POST AVE,SENECA ST,SENECA ST BETWEEN WESTERN AVE AND POST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12771,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,SENECA ST,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
12772,SENECA ST BETWEEN 2ND AVE AND 3RD AVE,SENECA ST,SENECA ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Over-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Over-saturated
12773,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,SENECA ST,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12775,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,SENECA ST,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12778,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,SENECA ST,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12779,SENECA ST BETWEEN 9TH AVE AND TERRY AVE,SENECA ST,SENECA ST BETWEEN 9TH AVE AND TERRY AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12780,SENECA ST BETWEEN TERRY AVE AND BOREN AVE,SENECA ST,SENECA ST BETWEEN TERRY AVE AND BOREN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12781,SENECA ST BETWEEN BOREN AVE AND MINOR AVE,SENECA ST,SENECA ST BETWEEN BOREN AVE AND MINOR AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12782,SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,SENECA ST,SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12783,SENECA ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,SENECA ST,SENECA ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12784,SENECA ST BETWEEN BOYLSTON AVE AND HARVARD AVE,SENECA ST,SENECA ST BETWEEN BOYLSTON AVE AND HARVARD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12857,SPRING ST BETWEEN ALASKAN WAY AND WESTERN AVE,SPRING ST,SPRING ST BETWEEN ALASKAN WAY AND WESTERN AVE,Under-saturated,Under-saturated,Optimal,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Optimal
12866,SPRING ST BETWEEN 7TH AVE AND 8TH AVE,SPRING ST,SPRING ST BETWEEN 7TH AVE AND 8TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12867,SPRING ST BETWEEN 8TH AVE AND 9TH AVE,SPRING ST,SPRING ST BETWEEN 8TH AVE AND 9TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12869,SPRING ST BETWEEN TERRY AVE AND BOREN AVE,SPRING ST,SPRING ST BETWEEN TERRY AVE AND BOREN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12870,SPRING ST BETWEEN BOREN AVE AND MINOR AVE,SPRING ST,SPRING ST BETWEEN BOREN AVE AND MINOR AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12871,SPRING ST BETWEEN MINOR AVE AND SUMMIT AVE,SPRING ST,SPRING ST BETWEEN MINOR AVE AND SUMMIT AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12872,SPRING ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,SPRING ST,SPRING ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12873,SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,SPRING ST,SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12895,STEWART ST BETWEEN PIKE PL AND POST AL,STEWART ST,STEWART ST BETWEEN PIKE PL AND POST AL,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12896,STEWART ST BETWEEN POST AL AND 1ST AVE,STEWART ST,STEWART ST BETWEEN POST AL AND 1ST AVE,Under-saturated,Optimal,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Optimal | weekend_day Under-saturated | weenend_night: Under-saturated
12897,STEWART ST BETWEEN 1ST AVE AND 2ND AVE,STEWART ST,STEWART ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12898,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,STEWART ST,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12900,STEWART ST BETWEEN 4TH AVE AND 5TH AVE,STEWART ST,STEWART ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12981,SUMMIT AVE BETWEEN MADISON ST AND SPRING ST,SUMMIT AVE,SUMMIT AVE BETWEEN MADISON ST AND SPRING ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12982,SUMMIT AVE BETWEEN SPRING ST AND SENECA ST,SUMMIT AVE,SUMMIT AVE BETWEEN SPRING ST AND SENECA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12983,SUMMIT AVE BETWEEN SENECA ST AND UNIVERSITY ST,SUMMIT AVE,SUMMIT AVE BETWEEN SENECA ST AND UNIVERSITY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
12984,SUMMIT AVE BETWEEN UNIVERSITY ST AND E UNION ST,SUMMIT AVE,SUMMIT AVE BETWEEN UNIVERSITY ST AND E UNION ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13072,TAYLOR AVE BETWEEN 5TH AVE AND DENNY WAY,TAYLOR AVE,TAYLOR AVE BETWEEN 5TH AVE AND DENNY WAY,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13095,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,TERRACE ST,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13096,TERRACE ST BETWEEN DEAD END 2 AND TERRY AVE,TERRACE ST,TERRACE ST BETWEEN DEAD END 2 AND TERRY AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13097,TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,TERRACE ST,TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13101,TERRY AVE BETWEEN ALDER ST AND TERRACE ST,TERRY AVE,TERRY AVE BETWEEN ALDER ST AND TERRACE ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13102,TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,TERRY AVE,TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13104,TERRY AVE BETWEEN JAMES ST AND CHERRY ST,TERRY AVE,TERRY AVE BETWEEN JAMES ST AND CHERRY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13105,TERRY AVE BETWEEN CHERRY ST AND COLUMBIA ST,TERRY AVE,TERRY AVE BETWEEN CHERRY ST AND COLUMBIA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13107,TERRY AVE BETWEEN MARION ST AND MADISON ST,TERRY AVE,TERRY AVE BETWEEN MARION ST AND MADISON ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13108,TERRY AVE BETWEEN MADISON ST AND SPRING ST,TERRY AVE,TERRY AVE BETWEEN MADISON ST AND SPRING ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13110,TERRY AVE BETWEEN UNIVERSITY ST AND UNION ST,TERRY AVE,TERRY AVE BETWEEN UNIVERSITY ST AND UNION ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13177,UNION ST BETWEEN WESTERN AVE AND POST AL,UNION ST,UNION ST BETWEEN WESTERN AVE AND POST AL,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
