overall_mean_occupancy,all_rate_mean_ps,parking_spaces,paystation_count,street_width,speed_limit,building_coverage_ratio,commercial_mixed_share,residential_share,transport_parking_share,one_way_Y,artdescript_Interstate/Freeway,artdescript_Minor Arterial,artdescript_Not Designated,artdescript_Principal Arterial,artdescript_State Route/Freeway
0.42683436320685175,1.5,8.5,2.0,40.0,25.0,0.3095578569814876,0.8798849595066426,0.12011504049335744,0.0,True,False,True,False,False,False
0.3561629673940844,1.5,11.0,2.0,54.0,25.0,0.32502735459762006,0.7832059620228922,0.14598622137333467,0.0,True,False,True,False,False,False
0.47607191074783195,1.0,12.5,2.0,54.0,25.0,0.40111334375138946,0.49920013757076614,0.4622665360531978,0.0,True,False,True,False,False,False
0.39179505474934406,1.0,8.0,2.0,54.0,25.0,0.23802336162755275,0.7369050291179406,0.26309497088205935,0.0,True,False,True,False,False,False
0.3427552502215268,1.0,5.0,2.0,54.0,25.0,0.19097776523038915,0.8706541939282941,0.0,0.0,True,False,True,False,False,False
0.23987462322695036,1.1666666666666667,20.0,1.0,56.0,25.0,0.19786497138762416,0.8829637437466383,0.11703625625336156,0.0,True,False,False,False,True,False
0.3541782782366683,3.5,3.5,2.0,44.0,25.0,0.33026638825797944,0.7512959852247392,0.0,0.0,True,False,False,False,True,False
0.3574585221876888,3.5,9.0,1.0,43.0,25.0,0.46609672945597547,0.9601966227334504,0.0,0.0,True,False,False,False,True,False
0.4658797692429272,3.5,7.0,2.0,30.0,25.0,0.5440405703345501,1.0,0.0,0.0,True,False,False,False,True,False
0.03765018520814352,4.5,6.0,1.0,38.0,25.0,0.16167803979204876,0.5802014330551044,0.4197985669448956,0.0,True,False,False,False,True,False
0.04290533302283564,4.5,5.0,1.0,34.0,25.0,0.12585918593981502,0.5905112268900073,0.40948877310999254,0.0,True,False,False,False,True,False
0.13875984266546074,4.5,6.0,1.0,37.0,25.0,0.20239967540343798,0.8675040035031233,0.0,0.0,True,False,False,False,True,False
0.15990217550077995,4.5,6.0,1.0,37.0,25.0,0.1953632647219821,0.19099166177604926,0.0,0.0,False,False,False,False,False,False
0.41320972222222224,3.5,9.0,1.0,42.0,25.0,0.46335464412137717,1.0,0.0,0.0,False,False,True,False,False,False
0.07082434833497593,4.5,5.5,2.0,30.0,20.0,0.22820855168723936,0.0,0.4460293767397942,0.0,False,False,False,True,False,False
0.08703654393066289,4.5,6.0,2.0,30.0,20.0,0.2740848156635194,0.3086028299022244,0.07874372368660668,0.0,False,False,False,True,False,False
